times,tm_orig,P_opt,P_original,P_extrapolated
0.0,0.0,1.0,1.0,1.0
0.21355214021840388,0.28892348382489935,0.9775838698889388,0.9596212503732773,0.9775838698889388
0.42710428043680776,0.5778469676497987,0.9146074676030411,0.8517344906824702,0.9146074676030411
0.6406564206552117,0.8667704514746981,0.8217043429195285,0.7050850175651578,0.8217043429195285
0.8542085608736155,1.1556939352995974,0.7112021728230413,0.5456239699182714,0.7112021728230413
1.0677607010920194,1.4446174191244967,0.5934318848994113,0.3899810029349221,0.5934318848994113
1.2813128413104233,1.7335409029493962,0.4756771695860243,0.24964038539964997,0.4756771695860243
1.494864981528827,2.0224643867742955,0.3630151626602237,0.13691165652485582,0.3630151626602237
1.708417121747231,2.311387870599195,0.25987079761897497,0.07307261090274085,0.25987079761897497
1.921969261965635,2.600311354424094,0.17115848630575792,0.0707675530075347,0.17115848630575792
2.1355214021840387,2.8892348382489934,0.10399999349390235,0.07437582313049902,0.10399999349390235
2.3490735424024427,3.1781583220738927,0.07021848571730849,0.060099414422089686,0.07021848571730849
2.5626256826208467,3.4670818058987924,0.06992219945368838,0.07127817157613203,0.06992219945368838
2.7761778228392506,3.7560052897236917,0.07549244882723452,0.14570378259445468,0.07549244882723452
2.989729963057654,4.044928773548591,0.0708664489916114,0.25068670619559985,0.0708664489916114
3.203282103276058,4.274242107809263,0.05887091669884384,0.3423620319299006,0.05887091669884384
3.416834243494462,4.324242107809263,0.06455394617990615,0.36258374825652934,0.06455394617990615
3.630386383712866,4.374242107809263,0.10854958379990101,0.3827416775941791,0.10854958379990101
3.84393852393127,4.424242107809262,0.17644169215027078,0.40277313100190926,0.17644169215027078
4.0574906641496735,4.474242107809262,0.2564896129445537,0.42261684751577455,0.2564896129445537
4.2710428043680775,4.524242107809262,0.3419453688777837,0.4422130289425884,0.3419453688777837
4.274242107809263,4.574242107809262,0.34310080328659714,0.4615034003692481,0.3438643430217856
4.324242107809263,4.624242107809262,0.36329409935136353,0.48043128872113966,0.36402216471773685
4.374242107809263,4.6742421078092615,0.38341912879002427,0.4989417136591235,0.3841068302435878
4.424242107809262,4.724242107809261,0.40341332562017124,0.5169814865027033,0.404055921605277
4.474242107809262,4.774242107809261,0.4232155652998423,0.5344993138778286,0.4238084768320082
4.524242107809262,4.824242107809261,0.44276619988041516,0.5514459035272699,0.4433050255187642
4.574242107809262,4.874242107809261,0.4620071186163535,0.5677740702691377,0.46248764953372584
4.624242107809262,4.924242107809261,0.4808818264252176,0.5834388404998384,0.48130006135231296
4.6742421078092615,4.9742421078092605,0.49933553452974555,0.5983975539499907,0.49968769439786703
4.724242107809261,5.02424210780926,0.5173152590000438,0.6126099616425953,0.5175978011416438
4.774242107809261,5.07424210780926,0.534769923916658,0.6260383191912767,0.5349795557082997
4.824242107809261,5.12424210780926,0.5516504666092522,0.6386474747264888,0.5517841584606665
4.874242107809261,5.17424210780926,0.5679099429693916,0.6504049508591088,0.5679649405770024
4.924242107809261,5.22424210780926,0.5835036312440022,0.6612810201911204,0.5834774670389355
4.9742421078092605,5.274242107809259,0.5983891330264182,0.671248773967367,0.5982796367565388
5.02424210780926,5.324242107809259,0.6125264704014111,0.6802841835345987,0.6123317787949405
5.07424210780926,5.374242107809259,0.6258781783881848,0.6883661543371165,0.6255967438534281
5.12424210780926,5.424242107809259,0.6384093919747386,0.6954765722344266,0.6380399902966635
5.17424210780926,5.474242107809259,0.650087927158086,0.7016003419770812,0.6496296641581792
5.22424210780926,5.5242421078092585,0.6608843555047387,0.7067254177235234,0.6603366726358701
5.274242107809259,5.574242107809258,0.6707720718299336,0.7108428255242262,0.670134750682974
5.324242107809259,5.624242107809258,0.6797273546661226,0.7139466777403982,0.6790005203698797
5.374242107809259,5.674242107809258,0.6877294192542036,0.7160341794035836,0.6869135427548868
5.424242107809259,5.724242107809258,0.6947604628469692,0.7171056265600135,0.693856362057917
5.474242107809259,5.774242107809258,0.7008057021649096,0.7171643966798715,0.699814541981708
5.5242421078092585,5.824242107809257,0.7058534028910696,0.7162169312469562,0.7047766940714837
5.574242107809258,5.874242107809257,0.7098949011350218,0.7142727106787072,0.708734498047325
5.624242107809258,5.924242107809257,0.7129246168369049,0.7113442217603263,0.7116827140842374
5.674242107809258,5.974242107809257,0.7149400591214106,0.7074469178097903,0.713619187053685
5.724242107809258,6.024242107809257,0.7159418236489813,0.7025991718229411,0.7145448427775757
5.774242107809258,6.0742421078092566,0.7159335820476248,0.6968222228794247,0.7144636763816075
