times,P_opt,P_original,P_TEMPO,Pdiff_orig_opt,diff_orig_TEMPO
0,1,1,1,0,0
0.141657137,0.989821831,0.989821831,0.989820679,3.33E-16,1.15E-06
0.283314274,0.960997612,0.960997612,0.960993202,3.33E-16,4.41E-06
0.424971411,0.918088757,0.918088757,0.91807951,8.67E-18,9.27E-06
0.566628549,0.867103799,0.867103799,0.867088834,5.04E-10,1.50E-05
0.708285686,0.813942177,0.813942183,0.813921305,6.06E-09,2.10E-05
0.849942823,0.76328157,0.7632816,0.763255162,3.18E-08,2.67E-05
0.99159996,0.718127309,0.71812734,0.71809605,3.20E-08,3.17E-05
1.133257097,0.679900433,0.679900448,0.679865176,1.60E-08,3.60E-05
1.274914234,0.648806967,0.64880697,0.648768608,5.04E-09,3.94E-05
1.416571372,0.624268587,0.624268588,0.624227959,1.14E-08,4.20E-05
1.558228509,0.605293813,0.605293823,0.605251628,3.12E-08,4.40E-05
1.699885646,0.5907506,0.590750616,0.590707418,4.89E-08,4.54E-05
1.841542783,0.579544157,0.579544144,0.579500372,1.83E-08,4.65E-05
1.98319992,0.570718078,0.570718087,0.570674055,1.88E-08,4.72E-05
2.124857057,0.563498841,0.563498857,0.56345478,3.16E-08,4.78E-05
2.266514195,0.557300142,0.557300168,0.557256208,5.20E-08,4.82E-05
2.408171332,0.551703077,0.551703079,0.55165933,2.90E-08,4.85E-05
2.549828469,0.546424124,0.546424108,0.546380645,2.04E-08,4.88E-05
2.691485606,0.541280969,0.541280947,0.541237824,2.23E-08,4.91E-05
2.833142743,0.536161805,0.53616179,0.53611903,1.73E-08,4.94E-05
2.97479988,0.531001049,0.531001057,0.530958737,3.03E-08,4.97E-05
3.116457017,0.525761912,0.525761925,0.525720081,3.23E-08,4.99E-05
3.258114155,0.520424689,0.520424697,0.520383356,2.04E-08,5.01E-05
3.399771292,0.514979546,0.51497954,0.514938751,6.35E-09,5.03E-05
3.541428429,0.509422229,0.509422202,0.509381991,3.56E-08,5.05E-05
3.683085566,0.503751613,0.503751573,0.503711956,4.15E-08,5.08E-05
3.824742703,0.497968285,0.497968338,0.497929374,7.52E-08,5.09E-05
3.96639984,0.492074008,0.49207406,0.492035954,7.17E-08,5.09E-05
4.108056978,0.486071217,0.486071242,0.486033987,3.48E-08,5.10E-05
4.249714115,0.479962734,0.479962731,0.47992633,4.65E-09,5.10E-05
4.391371252,0.47375165,0.47375163,0.473716156,2.84E-08,5.10E-05
4.533028389,0.467441257,0.467441234,0.467406698,3.22E-08,5.10E-05
4.674685526,0.461035008,0.461034995,0.461001434,1.48E-08,5.11E-05
4.816342663,0.454536512,0.4545365,0.45450393,1.22E-08,5.11E-05
4.957999801,0.447949479,0.447949465,0.447917932,1.52E-08,5.11E-05
5.099656938,0.44127775,0.44127773,0.441247252,2.44E-08,5.12E-05
5.241314075,0.434525294,0.434525265,0.434495961,4.07E-08,5.11E-05
5.382971212,0.427696219,0.427696178,0.42766809,5.99E-08,5.10E-05
5.524628349,0.420794759,0.420794722,0.420767828,4.49E-08,5.10E-05
5.666285486,0.413825344,0.41382531,0.413799632,5.54E-08,5.09E-05
5.807942624,0.406792552,0.406792524,0.406768118,5.17E-08,5.09E-05
5.949599761,0.399701149,0.399701127,0.399678039,4.27E-08,5.08E-05
6.091256898,0.392556102,0.392556083,0.39253436,4.00E-08,5.07E-05
6.232914035,0.385362586,0.385362569,0.385342219,3.71E-08,5.07E-05
6.374571172,0.378126008,0.378125994,0.378107095,3.08E-08,5.07E-05
6.516228309,0.370852027,0.370852019,0.370834573,1.56E-08,5.06E-05
6.657885446,0.363546589,0.363546579,0.363530655,2.02E-08,5.05E-05
6.799542584,0.356215922,0.356215907,0.356201553,3.29E-08,5.05E-05
6.941199721,0.348866581,0.348866559,0.34885379,5.23E-08,5.04E-05
7.082856858,0.341505478,0.341505446,0.341494308,7.70E-08,5.04E-05
7.224513995,0.334139908,0.334139866,0.334130369,9.88E-08,5.03E-05
7.366171132,0.32677757,0.32677754,0.326769741,6.80E-08,5.03E-05
7.507828269,0.319426681,0.319426649,0.319420587,8.07E-08,5.03E-05
7.649485407,0.312095909,0.312095884,0.312091609,7.03E-08,5.02E-05
7.791142544,0.304794503,0.304794485,0.304792083,5.41E-08,5.02E-05
7.932799681,0.297532315,0.2975323,0.297531794,4.81E-08,5.02E-05
8.074456818,0.290319851,0.290319838,0.290321277,4.56E-08,5.02E-05
8.216113955,0.283168341,0.283168329,0.283171749,4.36E-08,5.02E-05
8.357771092,0.276089797,0.276089786,0.276095283,3.76E-08,5.01E-05
8.49942823,0.269097086,0.269097073,0.269104662,4.62E-08,5.01E-05
8.641085367,0.262203991,0.262203976,0.262213705,6.08E-08,5.01E-05
8.782742504,0.255425282,0.255425265,0.255437205,8.10E-08,5.01E-05
8.924399641,0.248776783,0.248776766,0.248790967,1.06E-07,5.01E-05
9.066056778,0.242275435,0.242275417,0.242291869,1.24E-07,5.01E-05
9.207713915,0.235939334,0.235939323,0.235958102,7.60E-08,5.01E-05
9.349371052,0.2297878,0.22978779,0.229808906,9.59E-08,5.02E-05
9.49102819,0.223841344,0.223841338,0.223864798,8.48E-08,5.02E-05
9.632685327,0.218121685,0.218121685,0.218147515,6.49E-08,5.02E-05
9.774342464,0.212651683,0.212651687,0.212679906,5.69E-08,5.02E-05
9.915999601,0.207455223,0.207455231,0.207485816,5.48E-08,5.02E-05
10.05765674,0.202557051,0.20255706,0.202589974,5.64E-08,5.02E-05
10.19931388,0.197982518,0.197982529,0.19801767,5.80E-08,5.02E-05
10.34097101,0.193757257,0.193757266,0.193794584,5.62E-08,5.02E-05
10.48262815,0.189906744,0.189906759,0.189946172,6.99E-08,5.02E-05
10.62428529,0.18645581,0.186455836,0.1864972,9.18E-08,5.02E-05
10.76594242,0.183428039,0.183428081,0.183471235,1.19E-07,5.02E-05
10.90759956,0.18084512,0.180845176,0.180889969,1.38E-07,5.02E-05
11.0492567,0.178726181,0.178726218,0.178772469,7.99E-08,5.02E-05
11.19091384,0.177087003,0.177087044,0.177134549,9.74E-08,5.02E-05
11.33257097,0.175939587,0.175939617,0.175988172,7.58E-08,5.02E-05
11.47422811,0.175291487,0.175291518,0.175340858,6.24E-08,5.02E-05
11.61588525,0.175145553,0.175145594,0.175195463,6.17E-08,5.02E-05
11.75754238,0.175499744,0.175499796,0.175549948,6.73E-08,5.02E-05
11.89919952,0.176347162,0.176347224,0.176397409,7.52E-08,5.02E-05
12.04085666,0.177676304,0.177676373,0.177726335,8.15E-08,5.02E-05
12.1825138,0.179471493,0.179471565,0.179521059,8.35E-08,5.02E-05
12.32417093,0.181713426,0.181713509,0.181762314,9.70E-08,5.01E-05
12.46582807,0.184379868,0.184379972,0.184427905,1.18E-07,5.01E-05
12.60748521,0.187446341,0.18744647,0.187493356,1.44E-07,5.01E-05
12.74914234,0.190886824,0.19088697,0.190932641,1.59E-07,5.01E-05
12.89079948,0.194674446,0.194674534,0.194718869,9.33E-08,5.01E-05
13.03245662,0.198781811,0.198781897,0.198824771,9.22E-08,5.01E-05
13.17411376,0.203181893,0.203181958,0.20322327,7.12E-08,5.00E-05
13.31577089,0.207848111,0.207848172,0.207887846,6.42E-08,5.00E-05
13.45742803,0.212754784,0.212754854,0.212792817,7.06E-08,4.99E-05
13.59908517,0.217877315,0.217877397,0.217913604,8.20E-08,4.99E-05
13.7407423,0.223192325,0.223192418,0.223226847,9.33E-08,4.99E-05
13.88239944,0.228677743,0.228677843,0.228710461,9.97E-08,4.98E-05
14.02405658,0.234312841,0.234312938,0.234343755,9.71E-08,4.98E-05
14.16571372,0.240078203,0.240078312,0.240107292,1.09E-07,4.97E-05
14.30737085,0.245955754,0.245955885,0.245983034,1.31E-07,4.96E-05
14.44902799,0.251928673,0.251928832,0.251954166,1.59E-07,4.96E-05
14.59068513,0.257981353,0.257981529,0.25800504,1.76E-07,4.95E-05
14.73234226,0.264099359,0.264099473,0.264121175,1.15E-07,4.94E-05
14.8739994,0.270269101,0.270269212,0.27028911,1.12E-07,4.93E-05
15.01565654,0.276478192,0.27647827,0.276496384,7.89E-08,4.93E-05
15.15731368,0.282714996,0.28271507,0.28273142,7.54E-08,4.92E-05
15.29897081,0.288968778,0.288968864,0.288983454,8.81E-08,4.91E-05
15.44062795,0.295229563,0.295229664,0.29524253,1.05E-07,4.90E-05
15.58228509,0.301488068,0.301488181,0.301499363,1.18E-07,4.89E-05
15.72394222,0.30773565,0.307735764,0.307745267,1.20E-07,4.88E-05
15.86559936,0.313964223,0.313964349,0.313972201,1.32E-07,4.87E-05
16.0072565,0.320166262,0.320166403,0.320172642,1.47E-07,4.86E-05
16.14891364,0.326334726,0.326334887,0.326339528,1.68E-07,4.85E-05
16.29057077,0.332463022,0.332463206,0.332466267,1.91E-07,4.84E-05
16.43222791,0.338544987,0.338545181,0.338546707,2.01E-07,4.83E-05
16.57388505,0.344574873,0.344575006,0.344575013,1.40E-07,4.83E-05
16.71554218,0.350547079,0.350547224,0.350545733,1.52E-07,4.82E-05
16.85719932,0.356456564,0.356456696,0.35645374,1.39E-07,4.81E-05
16.99885646,0.362298462,0.362298578,0.36229417,1.22E-07,4.81E-05
17.1405136,0.368068187,0.368068297,0.36806246,1.17E-07,4.80E-05
17.28217073,0.373761422,0.373761532,0.373754292,1.17E-07,4.79E-05
17.42382787,0.379374086,0.379374196,0.379365576,1.17E-07,4.78E-05
17.56548501,0.384902316,0.384902416,0.384892449,1.07E-07,4.78E-05
17.70714214,0.390342415,0.390342525,0.390331238,1.17E-07,4.77E-05
17.84879928,0.395690914,0.395691041,0.395678461,1.35E-07,4.77E-05
17.99045642,0.400944511,0.400944662,0.400930807,1.60E-07,4.77E-05
18.13211356,0.406100071,0.406100248,0.406085144,1.88E-07,4.76E-05
18.27377069,0.41115463,0.411154819,0.411138493,2.01E-07,4.76E-05
18.41542783,0.416105404,0.416105539,0.416088004,1.47E-07,4.76E-05
18.55708497,0.420949544,0.420949712,0.420930997,1.78E-07,4.75E-05
18.6987421,0.425684625,0.425684774,0.425664906,1.56E-07,4.75E-05
18.84039924,0.430308162,0.430308287,0.430287281,1.29E-07,4.75E-05
18.98205638,0.434817817,0.434817929,0.434795818,1.16E-07,4.75E-05
19.12371352,0.439211388,0.439211495,0.439188291,1.11E-07,4.75E-05
19.26537065,0.443486786,0.443486888,0.443462618,1.06E-07,4.75E-05
19.40702779,0.447642027,0.447642116,0.447616791,9.07E-08,4.75E-05
19.54868493,0.451675187,0.451675284,0.451648926,9.94E-08,4.75E-05
19.69034207,0.455584485,0.455584599,0.455557258,1.17E-07,4.75E-05
19.8319992,0.459368219,0.459368356,0.459340122,1.42E-07,4.75E-05
19.97365634,0.463024781,0.463024943,0.462995818,1.70E-07,4.75E-05
20.11531348,0.466552662,0.466552836,0.466522829,1.82E-07,4.76E-05
20.25697061,0.469950468,0.469950593,0.469919728,1.33E-07,4.76E-05
20.39862775,0.473216698,0.473216858,0.473185166,1.66E-07,4.76E-05
20.54028489,0.476350208,0.476350351,0.476317843,1.46E-07,4.76E-05
20.68194203,0.479349754,0.479349873,0.479316595,1.20E-07,4.76E-05
20.82359916,0.482214196,0.482214302,0.482180293,1.06E-07,4.76E-05
20.9652563,0.484942489,0.484942589,0.484907852,1.00E-07,4.76E-05
21.10691344,0.487533663,0.487533758,0.487498329,9.53E-08,4.76E-05
21.24857057,0.489986825,0.489986907,0.48995083,8.22E-08,4.76E-05
21.39022771,0.492301113,0.492301202,0.492264542,8.94E-08,4.76E-05
21.53188485,0.494475776,0.49447588,0.49443864,1.04E-07,4.76E-05
21.67354199,0.496510121,0.496510245,0.496472426,1.25E-07,4.75E-05
21.81519912,0.498403524,0.498403669,0.498365308,1.48E-07,4.75E-05
21.95685626,0.500155437,0.500155589,0.500116762,1.56E-07,4.74E-05
22.0985134,0.501765407,0.501765509,0.501726261,1.02E-07,4.73E-05
22.24017053,0.503232864,0.503232994,0.503193314,1.31E-07,4.72E-05
22.38182767,0.504557578,0.504557677,0.50451758,1.00E-07,4.71E-05
22.52348481,0.505739148,0.50573925,0.505698756,1.03E-07,4.71E-05
22.66514195,0.506777358,0.506777469,0.506736613,1.12E-07,4.70E-05
22.80679908,0.507672031,0.507672151,0.507630962,1.21E-07,4.68E-05
22.94845622,0.50842305,0.508423175,0.508381679,1.25E-07,4.67E-05
23.09011336,0.509030359,0.509030478,0.508988674,1.18E-07,4.66E-05
23.23177049,0.509493958,0.509494058,0.509452016,1.01E-07,4.65E-05
23.37342763,0.509813902,0.509813973,0.509771706,7.66E-08,4.63E-05
23.51508477,0.509990256,0.50999034,0.509947876,8.68E-08,4.61E-05
23.65674191,0.51002322,0.510023331,0.509980678,1.12E-07,4.60E-05
23.79839904,0.509913051,0.50991318,0.509870382,1.29E-07,4.58E-05
23.94005618,0.509660092,0.509660177,0.509617242,8.59E-08,4.56E-05
24.08171332,0.509264574,0.509264669,0.509221645,9.75E-08,4.54E-05
24.22337045,0.508726968,0.508727059,0.508683974,9.66E-08,4.52E-05
24.36502759,0.508047731,0.508047808,0.508004671,8.66E-08,4.50E-05
24.50668473,0.50722733,0.507227432,0.507184248,1.05E-07,4.47E-05
24.64834187,0.506266388,0.506266503,0.506223304,1.17E-07,4.45E-05
24.789999,0.50516553,0.50516565,0.505122445,1.21E-07,4.43E-05
24.93165614,0.503925431,0.503925556,0.503882382,1.25E-07,4.41E-05
25.07331328,0.502546831,0.502546959,0.502503811,1.29E-07,4.39E-05
25.21497041,0.50103052,0.501030653,0.500987562,1.34E-07,4.37E-05
25.35662755,0.499377347,0.499377487,0.499334475,1.40E-07,4.35E-05
25.49828469,0.497588214,0.497588362,0.497545466,1.49E-07,4.32E-05
25.63994183,0.495664081,0.495664236,0.495621472,1.56E-07,4.30E-05
25.78159896,0.493605968,0.493606122,0.493563498,1.54E-07,4.28E-05
25.9232561,0.491414991,0.491415085,0.491372646,9.42E-08,4.25E-05
26.06491324,0.489092158,0.489092246,0.489050015,8.94E-08,4.23E-05
26.20657037,0.486638677,0.486638781,0.486596738,1.04E-07,4.20E-05
26.34822751,0.484055777,0.484055918,0.484014109,1.42E-07,4.18E-05
26.48988465,0.481344808,0.481344942,0.481303361,1.35E-07,4.16E-05
26.63154179,0.478507066,0.478507192,0.478465861,1.26E-07,4.14E-05
26.77319892,0.475543942,0.475544059,0.475503035,1.19E-07,4.12E-05
26.91485606,0.472456878,0.472456994,0.472416285,1.18E-07,4.09E-05
27.0565132,0.469247372,0.469247499,0.469207044,1.28E-07,4.08E-05
27.19817033,0.465917011,0.465917135,0.465877054,1.25E-07,4.06E-05
27.33982747,0.462467407,0.462467516,0.462427769,1.16E-07,4.04E-05
27.48148461,0.458900229,0.458900316,0.458860975,1.07E-07,4.02E-05
27.62314175,0.455217198,0.455217263,0.455178338,9.81E-08,4.00E-05
27.76479888,0.45142002,0.451420144,0.451381705,1.32E-07,3.98E-05
27.90645602,0.447510676,0.447510806,0.447472869,1.35E-07,3.95E-05
28.04811316,0.443491054,0.443491153,0.443453746,1.17E-07,3.93E-05
28.18977029,0.439363084,0.439363152,0.439326271,1.13E-07,3.91E-05
28.33142743,0.435128782,0.435128831,0.435092548,1.21E-07,3.88E-05
28.47308457,0.430790237,0.430790279,0.430754635,1.26E-07,3.85E-05
28.61474171,0.426349604,0.426349651,0.426314704,1.23E-07,3.82E-05
28.75639884,0.421809101,0.421809168,0.421774931,1.15E-07,3.79E-05
28.89805598,0.417171048,0.417171119,0.417137638,1.16E-07,3.76E-05
29.03971312,0.412437796,0.412437862,0.412405096,1.21E-07,3.74E-05
29.18137025,0.407611774,0.407611828,0.407579779,1.32E-07,3.72E-05
29.32302739,0.402695485,0.402695521,0.402664227,1.48E-07,3.70E-05
29.46468453,0.397691499,0.397691525,0.397660973,1.37E-07,3.68E-05
29.60634167,0.392602429,0.392602502,0.392572738,1.29E-07,3.66E-05
29.7479988,0.387431126,0.387431199,0.387402217,1.36E-07,3.65E-05
29.88965594,0.382180394,0.382180453,0.382152287,1.48E-07,3.63E-05
30.03131308,0.376853149,0.376853191,0.376825888,1.66E-07,3.62E-05
30.17297021,0.371452407,0.371452439,0.371426013,1.81E-07,3.60E-05
30.31462735,0.365981293,0.365981323,0.365955834,1.86E-07,3.58E-05
30.45628449,0.360443044,0.36044308,0.360418573,1.79E-07,3.56E-05
30.59794163,0.354841026,0.354841063,0.354817563,1.81E-07,3.54E-05
30.73959876,0.34917871,0.349178745,0.349156242,1.87E-07,3.53E-05
30.8812559,0.343459702,0.343459732,0.343438284,1.97E-07,3.51E-05
31.02291304,0.337687747,0.33768777,0.337667367,2.12E-07,3.50E-05
31.16457017,0.331866741,0.331866755,0.331847445,2.27E-07,3.48E-05
31.30622731,0.326000724,0.326000745,0.325982573,2.14E-07,3.47E-05
31.44788445,0.320093948,0.320093971,0.320076985,2.34E-07,3.45E-05
31.58954159,0.314150826,0.314150855,0.314135083,2.36E-07,3.44E-05
31.73119872,0.308175984,0.308176021,0.30816148,2.34E-07,3.42E-05
31.87285586,0.302174273,0.302174313,0.302161041,2.35E-07,3.41E-05
32.014513,0.296150774,0.296150818,0.296138837,2.37E-07,3.40E-05
32.15617014,0.290110835,0.290110883,0.29010024,2.37E-07,3.39E-05
32.29782727,0.284060085,0.284060138,0.284050859,2.31E-07,3.39E-05
32.43948441,0.278004474,0.278004528,0.277996629,2.37E-07,3.38E-05
32.58114155,0.271950281,0.271950334,0.271943848,2.49E-07,3.38E-05
32.72279868,0.265904158,0.265904208,0.265899177,2.66E-07,3.37E-05
32.86445582,0.259873162,0.25987321,0.259869671,2.87E-07,3.37E-05
33.00611296,0.253864795,0.253864839,0.253862771,3.04E-07,3.37E-05
33.1477701,0.247887025,0.247887082,0.247886527,2.80E-07,3.37E-05
33.28942723,0.24194839,0.24194845,0.241949459,2.94E-07,3.37E-05
33.43108437,0.236057964,0.236058033,0.236060625,2.89E-07,3.38E-05
33.57274151,0.230225465,0.230225544,0.230229776,2.80E-07,3.38E-05
33.71439864,0.224461289,0.224461375,0.224467296,2.78E-07,3.39E-05
33.85605578,0.218776558,0.218776651,0.218784292,2.79E-07,3.40E-05
33.99771292,0.213183184,0.213183283,0.213192662,2.80E-07,3.41E-05
34.13937006,0.207693915,0.20769402,0.207705176,2.79E-07,3.42E-05
34.28102719,0.202322391,0.202322501,0.202335463,2.88E-07,3.43E-05
34.42268433,0.197083177,0.197083293,0.197098089,3.01E-07,3.44E-05
34.56434147,0.191991799,0.191991923,0.192008561,3.18E-07,3.46E-05
34.7059986,0.187064759,0.187064892,0.187083377,3.38E-07,3.48E-05
34.84765574,0.182319521,0.182319664,0.182339979,3.52E-07,3.49E-05
34.98931288,0.177774475,0.177774623,0.177796761,3.11E-07,3.51E-05
35.13097002,0.173448844,0.173449001,0.17347296,3.18E-07,3.53E-05
35.27262715,0.169362571,0.16936274,0.169388466,3.13E-07,3.56E-05
35.41428429,0.165536133,0.165536316,0.165563723,3.08E-07,3.58E-05
35.55594143,0.161990282,0.161990481,0.162019541,3.11E-07,3.60E-05
35.69759856,0.158745732,0.158745945,0.158776563,3.16E-07,3.62E-05
35.8392557,0.155822762,0.155822988,0.155855057,3.21E-07,3.64E-05
35.98091284,0.15324076,0.153240995,0.153274374,3.23E-07,3.66E-05
36.12256998,0.151017711,0.151017953,0.151052504,3.21E-07,3.68E-05
36.26422711,0.149169652,0.149169906,0.149205491,3.29E-07,3.70E-05
36.40588425,0.147710144,0.147710416,0.147746883,3.44E-07,3.73E-05
36.54754139,0.146649761,0.146650056,0.146687221,3.65E-07,3.75E-05
36.68919852,0.145995666,0.145995981,0.146033658,3.78E-07,3.78E-05
36.83085566,0.145751315,0.145751608,0.145789582,3.31E-07,3.80E-05
36.9725128,0.14591614,0.145916448,0.145954517,3.45E-07,3.82E-05
37.11416994,0.146485784,0.146486086,0.146524057,3.29E-07,3.84E-05
37.25582707,0.147452028,0.147452334,0.147489999,3.23E-07,3.87E-05
37.39748421,0.148803209,0.148803526,0.14884072,3.26E-07,3.89E-05
37.53914135,0.150524613,0.150524941,0.15056147,3.34E-07,3.91E-05
37.68079848,0.15259897,0.152599308,0.152635027,3.42E-07,3.94E-05
37.82245562,0.155007008,0.155007354,0.155042115,3.47E-07,3.96E-05
37.96411276,0.157728017,0.157728364,0.157762056,3.47E-07,3.98E-05
38.1057699,0.160740358,0.160740715,0.160773221,3.57E-07,4.00E-05
38.24742703,0.164021979,0.164022353,0.164053585,3.74E-07,4.02E-05
38.38908417,0.167550819,0.167551214,0.167581121,3.95E-07,4.04E-05
38.53074131,0.171305158,0.171305564,0.171334063,4.06E-07,4.06E-05
38.67239844,0.175263916,0.175264269,0.175291329,3.55E-07,4.08E-05
38.81405558,0.179406648,0.179406997,0.179432591,3.51E-07,4.10E-05
38.95571272,0.183714026,0.183714352,0.183738459,3.31E-07,4.12E-05
39.09736986,0.188167647,0.188167967,0.18819056,3.28E-07,4.14E-05
39.23902699,0.192750218,0.192750543,0.192771612,3.35E-07,4.16E-05
39.38068413,0.197445528,0.197445859,0.197465394,3.46E-07,4.18E-05
39.52234127,0.202238424,0.202238761,0.202256763,3.55E-07,4.19E-05
39.6639984,0.207114787,0.207115126,0.207131603,3.58E-07,4.21E-05
39.80565554,0.212061483,0.212061813,0.212076774,3.52E-07,4.23E-05
39.94731268,0.217066279,0.217066616,0.217080074,3.59E-07,4.25E-05
40.08896982,0.222117847,0.222118198,0.222130166,3.75E-07,4.27E-05
40.23062695,0.227205666,0.227206038,0.227216533,3.97E-07,4.28E-05
40.37228409,0.232319983,0.232320367,0.23232941,4.09E-07,4.30E-05
40.51394123,0.237451777,0.237452109,0.237459708,3.61E-07,4.31E-05
40.65559836,0.242592506,0.24259283,0.242599019,3.54E-07,4.33E-05
40.7972555,0.247734374,0.247734682,0.247739478,3.40E-07,4.35E-05
40.93891264,0.25287006,0.252870358,0.252873774,3.33E-07,4.36E-05
41.08056978,0.257992741,0.257993041,0.257995093,3.39E-07,4.37E-05
41.22222691,0.263096064,0.26309637,0.263097086,3.48E-07,4.39E-05
41.36388405,0.268174087,0.268174396,0.268173787,3.53E-07,4.40E-05
41.50554119,0.273221246,0.273221549,0.273219642,3.48E-07,4.41E-05
41.64719832,0.278232303,0.27823261,0.278229437,3.52E-07,4.42E-05
41.78885546,0.283202361,0.283202676,0.283198247,3.61E-07,4.43E-05
41.9305126,0.288126813,0.288127141,0.288121488,3.74E-07,4.44E-05
42.07216974,0.293001323,0.293001667,0.292994811,3.91E-07,4.45E-05
42.21382687,0.297821818,0.297822168,0.29781413,3.96E-07,4.46E-05
42.35548401,0.302584487,0.302584785,0.302575596,3.48E-07,4.47E-05
42.49714115,0.307285551,0.307285874,0.307275559,3.72E-07,4.47E-05
42.63879828,0.311921683,0.31192199,0.31191056,3.56E-07,4.48E-05
42.78045542,0.316489584,0.316489869,0.31647736,3.34E-07,4.49E-05
42.92211256,0.320986145,0.320986418,0.320972841,3.24E-07,4.50E-05
43.0637697,0.325408439,0.325408707,0.325394066,3.19E-07,4.51E-05
43.20542683,0.329753688,0.329753952,0.329738286,3.14E-07,4.52E-05
43.34708397,0.334019258,0.33401951,0.334002838,3.02E-07,4.53E-05
43.48874111,0.338202614,0.338202871,0.338185218,3.07E-07,4.53E-05
43.63039824,0.342301379,0.342301647,0.342283038,3.19E-07,4.54E-05
43.77205538,0.346313283,0.346313569,0.346294039,3.37E-07,4.55E-05
43.91371252,0.350236173,0.350236479,0.350216066,3.57E-07,4.55E-05
44.05536966,0.354068009,0.354068323,0.35404705,3.65E-07,4.56E-05
44.19702679,0.357806881,0.357807149,0.357785012,3.21E-07,4.57E-05
44.33868393,0.361450806,0.361451099,0.361428141,3.42E-07,4.58E-05
44.48034107,0.364998133,0.364998409,0.364974646,3.20E-07,4.58E-05
44.6219982,0.368447148,0.3684474,0.368422842,2.95E-07,4.59E-05
44.76365534,0.37179624,0.37179648,0.371771144,2.81E-07,4.60E-05
44.90531248,0.375043901,0.375044134,0.375018047,2.74E-07,4.60E-05
45.04696962,0.378188703,0.37818893,0.378162117,2.66E-07,4.60E-05
45.18862675,0.381229295,0.381229508,0.381201984,2.50E-07,4.61E-05
45.33028389,0.384164364,0.384164582,0.384136372,2.54E-07,4.61E-05
45.47194103,0.386992709,0.386992938,0.386964061,2.66E-07,4.61E-05
45.61359817,0.389713183,0.389713429,0.389683911,2.83E-07,4.61E-05
45.7552553,0.392324712,0.392324976,0.392294827,3.02E-07,4.61E-05
45.89691244,0.394826296,0.394826566,0.394795811,3.09E-07,4.61E-05
46.03856958,0.397217021,0.397217249,0.397185937,2.67E-07,4.61E-05
46.18022671,0.399495882,0.399496137,0.399464275,2.89E-07,4.61E-05
46.32188385,0.401662165,0.401662404,0.40163002,2.69E-07,4.60E-05
46.46354099,0.403715065,0.403715283,0.403682382,2.44E-07,4.60E-05
46.60519813,0.405653861,0.405654067,0.405620684,2.29E-07,4.60E-05
46.74685526,0.407477904,0.407478103,0.407444247,2.20E-07,4.59E-05
46.8885124,0.409186607,0.409186799,0.409152564,2.13E-07,4.58E-05
47.03016954,0.410779437,0.410779617,0.410745001,1.98E-07,4.57E-05
47.17182667,0.412255918,0.412256074,0.412221102,1.70E-07,4.56E-05
47.31348381,0.413615579,0.413615741,0.413580414,1.75E-07,4.55E-05
47.45514095,0.414858063,0.414858241,0.4148226,1.94E-07,4.53E-05
47.59679809,0.415983052,0.415983254,0.415947323,2.18E-07,4.52E-05
47.73845522,0.416990293,0.416990508,0.416954309,2.33E-07,4.50E-05
47.88011236,0.417879601,0.417879783,0.417843321,1.96E-07,4.48E-05
48.0217695,0.418650707,0.418650914,0.418614216,2.19E-07,4.46E-05
48.16342663,0.419303598,0.41930378,0.419266902,1.88E-07,4.44E-05
48.30508377,0.419838138,0.419838317,0.419801268,1.84E-07,4.42E-05
48.44674091,0.420254323,0.420254505,0.420217329,1.87E-07,4.39E-05
48.58839805,0.42055219,0.420552375,0.420515095,1.92E-07,4.37E-05
48.73005518,0.420731822,0.420732008,0.420694639,1.93E-07,4.34E-05
48.87171232,0.420793351,0.420793533,0.42075608,1.87E-07,4.31E-05
49.01336946,0.420736954,0.420737125,0.420699642,1.74E-07,4.28E-05
49.15502659,0.420562854,0.420563008,0.420525519,1.55E-07,4.25E-05
49.29668373,0.420271314,0.420271454,0.420233941,1.40E-07,4.22E-05
49.43834087,0.41986262,0.419862781,0.419825255,1.63E-07,4.19E-05
49.57999801,0.419337178,0.419337354,0.419299844,1.80E-07,4.15E-05
49.72165514,0.418695465,0.418695585,0.418658114,1.21E-07,4.12E-05
49.86331228,0.417937787,0.417937932,0.417900507,1.46E-07,4.08E-05
50.00496942,0.417064745,0.417064899,0.417027529,1.54E-07,4.05E-05
50.14662655,0.416076888,0.416077035,0.416039752,1.48E-07,4.01E-05
50.28828369,0.414974808,0.414974936,0.414937753,1.31E-07,3.98E-05
50.42994083,0.413759104,0.413759244,0.413722186,1.40E-07,3.94E-05
50.57159797,0.412430495,0.412430643,0.412393718,1.48E-07,3.90E-05
50.7132551,0.41098971,0.410989866,0.410953067,1.56E-07,3.87E-05
50.85491224,0.409437523,0.40943769,0.409401039,1.67E-07,3.83E-05
50.99656938,0.407774756,0.407774936,0.407738464,1.80E-07,3.79E-05
51.13822651,0.406002283,0.406002471,0.405966178,1.88E-07,3.75E-05
51.27988365,0.404121043,0.404121206,0.404085097,1.63E-07,3.72E-05
51.42154079,0.402131969,0.402132099,0.40209618,1.36E-07,3.68E-05
51.56319793,0.40003604,0.400036151,0.400000438,1.30E-07,3.64E-05
51.70485506,0.397834382,0.397834409,0.397798909,9.98E-08,3.61E-05
51.8465122,0.395527913,0.395527964,0.395492749,1.12E-07,3.56E-05
51.98816934,0.393117849,0.393117954,0.393083037,1.37E-07,3.52E-05
